idx;cycle;minorCycle;seconds;objectiveNormal;objectiveAccelerated;approxMax;singleMax;restarting
0;0;0;0;2152,9853936729123;2152,9853936729123;2160720665,8430133;1,4535798;False
1;0;0;5,0973371;158,59784830093173;158,58335208815012;1,2972598;5,337897E-06;False
2;0;1;5,0973371;158,59784830093173;158,59784830093173;147988459,95958015;0,20755081;False
3;0;1;13,1217328;76,11448497958003;76,1196664289701;0,21693535;0,0001171582;False
4;0;1;20,439621799999998;76,1126997867024;76,1175737249151;0,00028497603;2,3232205E-05;True
5;0;1;33,2601516;76,1169489769617;76,11695722103596;0,00020656905;1,0358817E-06;False
6;1;0;33,2601516;47,200886192515576;47,200886192515576;30194727,47693063;0,040729508;False
7;1;0;48,4798511;32,315033814628634;32,31707718479009;0,06075747;0,000516009;False
8;1;0;63,485308;32,27173444859316;32,27392471018088;0,00060956646;0,00037710048;False
9;1;0;77,8355871;32,25892229128251;32,26107548424905;0,000260917;0,00038434716;True
10;1;0;93,5741142;32,25072996939976;32,250820815415246;0,00023500994;0,0002901561;False
11;1;0;109,0446035;32,24604870940188;32,246255726172706;0,00011494086;0,00023431006;False
12;1;0;124,6996329;32,243652554518114;32,2439340162514;7,093061E-05;0,00020654076;True
13;1;0;140,19052119999998;32,24238791848109;32,24240438297206;5,0663406E-05;0,00017145094;False
14;1;0;155,73891909999998;32,24142417817918;32,2414697562067;5,0647053E-05;0,00015020586;False
15;1;0;171,2663739;32,24067454332196;32,24075441112916;3,9533814E-05;0,00012308557;False
16;1;0;186,7018395;32,24028413309183;32,24038038368636;3,6938247E-05;0,00010051971;False
17;1;0;202,185663;32,23994569679296;32,240059573754564;2,4760026E-05;7,9257064E-05;False
18;1;0;217,7206373;32,239682236150486;32,239809456637076;1,8984752E-05;7,049303E-05;False
19;1;0;233,3274698;32,239467103946005;32,23960628776641;1,6712445E-05;6,2237144E-05;False
20;1;0;248,87019519999998;32,23933921573359;32,23947999649269;1,552873E-05;5,391505E-05;False
21;1;0;264,3454855;32,23924462912008;32,239384731955596;1,5174803E-05;4,4702363E-05;False
22;2;0;264,3454855;31,409969865012897;31,409969865012897;8500350,48760975;0,0034206875;False
23;2;0;279,7719439;31,266052769011424;31,266133320144252;0,0041368124;0,00017959686;False
24;2;0;295,1124061;31,2639734336184;31,264067293342812;0,00012860954;0,00013479387;False
25;2;0;310,3781519;31,26321684003683;31,263302507277132;0,0001019293;0,00010972546;False
26;2;0;325,7188939;31,26288211102567;31,26295054813156;4,8611066E-05;0,00010972546;True
27;2;0;341,3627681;31,26267185864681;31,26267366911965;8,87308E-05;0,00010972546;False
28;2;0;356,9281379;31,262557258868064;31,262561008047292;2,1570013E-05;0,00010972546;True
29;2;0;372,946985;31,26249612460651;31,262496666937608;2,1251039E-05;0,00010692389;False
30;2;0;388,5133621;31,26244533134954;31,262446997855776;1,3709716E-05;9,582403E-05;False
31;2;0;404,1073805;31,262407445419107;31,262410026660195;1,1123477E-05;8,789169E-05;False
32;2;0;419,7741461;31,262387695960932;31,26239013653961;9,267251E-06;8,789169E-05;False
33;2;0;435,4761277;31,26237471547569;31,262376411918936;7,842715E-06;8,789169E-05;True
34;2;0;451,1119903;31,262368143388837;31,262368205301755;5,685054E-06;8,6271975E-05;False
35;2;0;466,80990729999996;31,262360825292525;31,26236106514254;6,1581704E-06;8,6271975E-05;False
36;2;0;482,3804441;31,262357914432187;31,262358047504954;5,370945E-06;8,131009E-05;False
37;2;0;497,9984871;31,262355765054245;31,26235572432162;5,3010403E-06;5,9904996E-05;False
38;3;0;497,9984871;31,32330254853988;31,32330254853988;8812966,880942078;0,0007339474;False
39;3;0;513,6822916;31,31875103978384;31,318753873867642;0,0010111731;6,2025676E-05;False
40;3;0;529,4258856;31,31866929894982;31,318670584163144;3,6291196E-05;6,2025676E-05;True
41;3;0;545,1239355;31,31864014930133;31,318640349457176;2,4097972E-05;5,1958166E-05;False
42;3;0;560,7849312999999;31,318625855686626;31,318626158119987;1,50299165E-05;3,4479483E-05;False
43;3;0;576,5512807;31,318616257359025;31,318616605322518;5,9865415E-06;2,9961608E-05;True
44;3;0;592,2439909999999;31,318610361219168;31,318610430781174;5,127513E-06;2,5489804E-05;False
45;3;0;607,8360248;31,31860638689132;31,318606536204154;3,736277E-06;2,1189102E-05;False
46;3;0;623,4845785;31,31860358091037;31,31860376068204;4,725269E-06;1,9474197E-05;False
47;3;0;639,2032168;31,31860183025885;31,318601984454283;3,0699957E-06;1,8897761E-05;False
48;3;0;654,9607725;31,318599368638715;31,318599529625182;2,609058E-06;1,6474336E-05;False
49;3;0;670,572848;31,318598377093178;31,3185984438887;2,5160393E-06;1,43223415E-05;False
50;3;0;686,4774431;31,31859549856712;31,318595704743856;1,7404227E-06;1,2515911E-05;False
