idx;cycle;seconds;objectiveNormal;objectiveAccelerated;L2GExp;L2GCorr;processorCount;blockSize
27;1;6422,3583564;29,39766213836119;29,43326035976419;9461395,266591102;3,6733850050786985E+18;0;0
28;1;6725,806860799999;29,382032182189526;29,41930870006771;9462017,86097152;3,7353977219140593E+18;0;0
29;1;7031,0125245;29,367895019073977;29,406679319899443;9462045,912261546;3,8421502319519186E+18;0;0
30;1;7335,447466299999;29,354604024760686;29,394832135993873;9462185,261210326;3,9419098250385997E+18;0;0
31;1;7640,787387199999;29,3428727186571;29,384288128391503;9463014,279490437;4,003527393265002E+18;0;0
32;2;7640,787387199999;28,425802489505514;28,425802489505514;6142563,991970413;0;0;0
33;2;7943,824546699999;28,33605971167885;28,33640221785201;6281342,485787465;5039985642043284;0;0
34;2;8247,185950599998;28,32629105325502;28,32678884189665;6301229,643492923;15469027757301156;0;0
35;2;8550,906854199999;28,31828089462873;28,319325668452485;6306873,265972705;23047320977536452;0;0
36;2;8853,1875785;28,31132677047789;28,313042871389484;6309522,330945064;30580819701669184;0;0
37;2;9156,066588999998;28,304648962537712;28,30717187610563;6311105,575725714;39231286505370280;0;0
38;2;9460,0693643;28,298553998824616;28,301917681809563;6311379,257744171;48576776395563910;0;0
39;2;9773,5504401;28,292388211279928;28,29670613973522;6312471,906497415;59549328231752270;0;0
40;2;10077,586497799999;28,286649438326982;28,291919834427155;6312980,987350992;73037929574243090;0;0
41;2;10380,462682599999;28,280994513402675;28,287272675310287;6313445,688345098;86019673092458160;0;0
42;2;10684,567957799998;28,275515842048378;28,282818852323423;6313561,640837488;99425974588636140;0;0
43;2;10985,9926721;28,270139735968186;28,278487765119827;6314029,546589756;1,1380333303280533E+17;0;0
44;2;11288,269387699998;28,264591325679906;28,274080348596318;6313579,301740605;1,2903355912918992E+17;0;0
45;2;11589,1046426;28,25936963676216;28,26993712707516;6313465,976519476;1,4663252241433267E+17;0;0
46;2;11892,185704;28,254760836234052;28,266240238223723;6313661,72597216;1,6554569090925987E+17;0;0
47;2;12193,027131699999;28,25030183641684;28,26267916247931;6313698,326426058;1,8453532250710784E+17;0;0
48;3;12193,027131699999;28,293143252449763;28,293143252449763;6426102,188055975;0;0;0
49;3;12485,275046499999;28,282696380821093;28,282803962382427;6363089,638898258;98058249753468,88;0;0
50;3;12782,174254799998;28,27895190156729;28,27926342286422;6361596,020501899;182376939950815,88;0;0
51;3;13084,877541799999;28,275315941749117;28,275936729899914;6361218,319421058;302070094881708,44;0;0
52;3;13387,801023099999;28,27179058217931;28,272800644323194;6360469,09497416;459818443530833,94;0;0
53;3;13702,272158599999;28,26867868860411;28,270091958128436;6360595,62643846;663073174242805,6;0;0
54;3;14004,916817999998;28,265463669859034;28,267356015062262;6360552,3984491415;967204903960414,1;0;0
55;3;14310,1087225;28,26212430740554;28,2645689586806;6360588,259557528;1329145166354279,2;0;0
56;3;14615,069366099999;28,25891900293837;28,261933205512673;6360543,627908534;1972949949934341,2;0;0
57;3;14916,118218699998;28,255956579142403;28,259515099065684;6360874,321500489;2655917357824047,5;0;0
58;3;15219,444829999999;28,252822819503507;28,257002238067024;6360861,128047478;3944363542851198;0;0
59;3;15525,561459999999;28,24974859943885;28,25455956136995;6360856,087360511;5875157778171945;0;0
60;3;15827,9687031;28,24673815767089;28,25218399309245;6360989,370199331;8439008960049130;0;0
61;3;16134,039687099998;28,243766919409367;28,249851656393485;6361166,5313503295;11187400579723904;0;0
62;3;16437,838742699998;28,240901007095594;28,247604914145455;6361441,6665121;15005553359316006;0;0
63;3;16740,0454057;28,238075536457153;28,245400058243533;6361180,0589042185;20759680071392596;0;0
64;4;16740,0454057;28,219758526319605;28,219758526319605;6339473,342024332;0;0;0
65;4;17039,9112712;28,21858956898424;28,21861954786347;6349362,19200334;7415301777484,855;0;0
66;4;17345,1418953;28,216830380536337;28,216961386136433;6349988,482265306;16545999523380,803;0;0
67;4;17653,9580246;28,21498651765333;28,215279235763425;6350308,230155628;30930925787134,785;0;0
68;4;17960,1488126;28,213215273293397;28,213707307163233;6350551,669584148;59819174009484,98;0;0
69;4;18269,6288129;28,211383028949236;28,212121656941704;6350847,428146144;106752826369586,17;0;0
70;4;18577,7850462;28,20961666905307;28,210622846581884;6351140,971928932;198567854566220,56;0;0
71;4;18884,4522382;28,20791163686406;28,209202965505625;6351144,771366687;358926900033828;0;0
72;4;19191,4205825;28,206164628527716;28,20777328697489;6351320,0245926175;601930278583295,2;0;0
73;4;19512,4948811;28,20436415590368;28,206325370202872;6351317,485799402;932795308306147,9;0;0
74;4;19821,175110999997;28,202704711698807;28,204997947927698;6351461,801793577;1476609256637727,2;0;0
75;4;20128,3535223;28,201027817735984;28,203671681241158;6351636,562581742;2062811179496616,5;0;0
76;4;20452,382032399997;28,19922607629592;28,202272453000766;6351555,46416234;2922571122816017,5;0;0
77;4;20758,911205099997;28,197476052091535;28,200918670443755;6351733,842234273;4134481508513092;0;0
78;4;21066,665279;28,195700416706657;28,199555563855313;6352069,551227058;6157250508836729;0;0
79;4;21375,231681499998;28,19396898468172;28,19822940278711;6352222,262091169;9082434542781032;0;0
