idx;cycle;seconds;objectiveNormal;objectiveAccelerated;processorCount;blockSize
35;0;21,28022;1250,1074499182364;1250,4022955213725;0;0
36;0;21,8379235;1250,074543518107;1250,3809056421296;0;0
37;0;22,3864903;1250,0145748837128;1250,3570064103742;0;0
38;0;22,925302199999997;1249,8934362442749;1250,3297498450654;0;0
39;0;23,4738325;1249,9376294202116;1250,3076021386219;0;0
40;0;24,0220239;1249,9742146351246;1250,2891694761372;0;0
41;0;24,5291054;1249,8092961893497;1250,2564640979663;0;0
42;0;25,111101599999998;1249,7782515213034;1250,229381985598;0;0
43;0;25,6697603;1249,804448016125;1250,207634574477;0;0
44;0;26,2084433;1249,815986282077;1250,1871045219966;0;0
45;0;26,7604078;1249,663163629153;1250,1564827574337;0;0
46;0;27,3484764;1249,7197020780607;1250,136732663194;0;0
47;0;27,9081479;1249,692317890731;1250,1150249674974;0;0
48;0;28,4567448;1249,6451830685455;1250,0900017156587;0;0
49;0;28,961399999999998;1249,6737494391393;1250,0701264781592;0;0
50;1;29,656538299999998;1238,5874966666936;1238,554691004192;0;0
51;1;30,3245491;1238,5870315262966;1238,5449848876272;0;0
52;1;30,982732399999996;1238,4576652650326;1238,4871811098224;0;0
53;1;31,668933199999998;1238,384732976609;1238,4375604675838;0;0
54;1;32,3123819;1238,3484614570768;1238,4028515014895;0;0
55;1;32,976568799999995;1238,3178101268804;1238,3741714891862;0;0
56;1;33,667527799999995;1238,268195810932;1238,342756115626;0;0
57;1;34,3059005;1238,252046031923;1238,3186577862089;0;0
58;1;34,9723578;1238,2560410160029;1238,299257674579;0;0
59;1;35,6261899;1238,2067430498314;1238,271381678294;0;0
60;1;36,2948957;1238,1297274554825;1238,2337272474724;0;0
61;1;36,981752799999995;1238,1475325283811;1238,2137484917646;0;0
62;1;37,6499247;1238,1159419872693;1238,1870427956205;0;0
63;1;38,30726489999999;1238,0935962668646;1238,1649433840155;0;0
64;1;38,9571104;1238,09191796387;1238,1437759468843;0;0
65;1;39,6245459;1238,0400370611499;1238,1171919548015;0;0
66;1;40,257345799999996;1237,9938588133452;1238,0932937630873;0;0
67;1;40,970041499999994;1237,9402490251025;1238,0671025776926;0;0
68;1;41,6026678;1237,9633543749353;1238,0477642622202;0;0
69;1;42,2425077;1237,8308234376643;1238,0144130190047;0;0
70;1;42,843685699999995;1237,7419724423871;1237,9796591058732;0;0
71;1;43,40936189999999;1237,6906078103643;1237,9469386832532;0;0
72;1;44,0455324;1237,6674288735048;1237,9164065288753;0;0
73;1;44,640717699999996;1237,6468924821288;1237,8881301028991;0;0
74;1;45,2446307;1237,597539423497;1237,8584146276116;0;0
75;1;45,798966699999994;1237,4937226368068;1237,8214636270645;0;0
76;1;46,35816559999999;1237,3983196314432;1237,78265046721;0;0
77;1;46,932003099999996;1237,3842112478221;1237,7491284444598;0;0
78;1;47,5072323;1237,329402660038;1237,7146948888462;0;0
79;1;48,057745999999995;1237,2836043897844;1237,6813678924127;0;0
80;1;48,610822;1237,2505196311406;1237,6494204739608;0;0
81;1;49,1559149;1237,1839883759615;1237,6143467904315;0;0
82;1;49,7083404;1237,167615110213;1237,5822752031954;0;0
83;1;50,2680127;1237,133069017056;1237,5511287768686;0;0
84;1;50,7886622;1237,0877127667409;1237,5199776446932;0;0
85;1;51,353745499999995;1237,0451681773789;1237,4891108004808;0;0
86;1;51,862811799999996;1237,0258845744486;1237,4594290779348;0;0
87;1;52,350387;1236,9719188617726;1237,4296609480496;0;0
88;1;52,842281899999996;1236,9211901175493;1237,3998027836572;0;0
89;1;53,3643734;1236,9270851619092;1237,3738078957379;0;0
90;1;53,8817923;1236,9108427495257;1237,3477652268766;0;0
91;1;54,3788376;1236,87107252628;1237,321292987101;0;0
92;1;54,9151354;1236,8367428721222;1237,2956166089637;0;0
93;1;55,4190128;1236,8517921469563;1237,2727557909493;0;0
94;1;55,95249869999999;1236,8179365832148;1237,2494585568868;0;0
95;1;56,4724224;1236,835951101655;1237,2293432519032;0;0
96;1;57,04057399999999;1236,7769313626004;1237,2069600791194;0;0
97;1;57,5628509;1236,7547994781487;1237,1858281018974;0;0
98;1;58,110074;1236,789338961594;1237,1676487736945;0;0
99;1;58,64220759999999;1236,7690250046824;1237,1486709239548;0;0
100;2;59,23901789999999;1237,1884463442882;1237,1914127077516;0;0
101;2;59,733418699999994;1237,184144726099;1237,1869813622493;0;0
102;2;60,12924989999999;1237,1838164719272;1237,1858517890978;0;0
103;2;60,54134809999999;1237,1841283292913;1237,1851365488596;0;0
104;2;60,95895149999999;1237,1846654736469;1237,1851830977769;0;0
105;2;61,31762099999999;1237,182512531132;1237,184085493206;0;0
106;2;61,735925599999995;1237,1867444141928;1237,1855750791585;0;0
107;2;62,13738179999999;1237,1844783601184;1237,1849619226446;0;0
108;2;62,486700199999994;1237,1819435856673;1237,1839016180536;0;0
109;2;62,82801409999999;1237,183904339986;1237,18431485048;0;0
110;2;63,21775639999999;1237,1815432685153;1237,183591227993;0;0
111;2;63,61108819999999;1237,1814638700419;1237,1831955656176;0;0
112;2;64,0007287;1237,1893139944027;1237,184557568488;0;0
113;2;64,36468049999999;1237,1816125639602;1237,1834904871475;0;0
114;2;64,72732559999999;1237,187001514776;1237,184487421569;0;0
115;2;65,103455;1237,1805443391384;1237,183356160148;0;0
116;2;65,4712235;1237,1826790211585;1237,183644262545;0;0
117;2;65,8212198;1237,1784269611576;1237,1827737853114;0;0
118;2;66,1561847;1237,1796371178398;1237,1824144966126;0;0
119;2;66,472787;1237,180879216426;1237,1822680324447;0;0
120;2;66,83048969999999;1237,1797697570307;1237,1821479605699;0;0
121;2;67,19725489999999;1237,1760132786292;1237,1813305599776;0;0
122;2;67,6266788;1237,1770264972995;1237,1812098918494;0;0
123;2;68,03557719999999;1237,1667420487547;1237,179019961198;0;0
124;2;68,43768329999999;1237,175585864528;1237,1792121646195;0;0
125;2;68,8643108;1237,1657509752995;1237,1778268984976;0;0
126;2;69,24565639999999;1237,1783401960386;1237,178478914093;0;0
127;2;69,6454053;1237,164081236929;1237,1764060568953;0;0
128;2;70,07772369999999;1237,16248066116;1237,1755854383946;0;0
129;2;70,41948179999999;1237,1471174005883;1237,1726012473066;0;0
130;2;70,80774539999999;1237,1486119268104;1237,1713167721455;0;0
131;2;71,14018789999999;1237,150194717118;1237,169987555794;0;0
132;2;71,48129899999999;1237,1377493143375;1237,167495179214;0;0
133;2;71,86014359999999;1237,1294790256093;1237,165040545435;0;0
134;2;72,22214589999999;1237,1436686883499;1237,1643272504205;0;0
135;2;72,56265729999998;1237,1351176953008;1237,1623647017332;0;0
136;2;72,9219988;1237,130079971724;1237,1604868262693;0;0
137;2;73,26882939999999;1237,1229678682603;1237,1582455913656;0;0
138;2;73,6096994;1237,1097589356057;1237,1551522220177;0;0
139;2;73,93994149999999;1237,1132154290644;1237,153340246825;0;0
140;2;74,29200349999999;1237,0987515666775;1237,1498826567886;0;0
141;2;74,64659699999999;1237,101155652981;1237,147408750444;0;0
142;2;75,0122691;1237,088061495246;1237,1441429876027;0;0
143;2;75,3486494;1237,09602544433;1237,142372725417;0;0
144;2;75,70181339999999;1237,0732825885732;1237,1381256739949;0;0
145;2;76,0567978;1237,081375960317;1237,1358935108387;0;0
146;2;76,39973839999999;1237,0846036777568;1237,1337404654357;0;0
147;2;76,78626019999999;1237,0882664543353;1237,1318311251428;0;0
148;2;77,175018;1237,081141842214;1237,129438662757;0;0
149;2;77,54472669999998;1237,0836841338057;1237,127771609749;0;0
150;3;78,21236659999998;1237,1140864644483;1237,1143903896877;0;0
151;3;78,89627469999998;1237,1128174299665;1237,1135079572473;0;0
152;3;79,56685649999999;1237,110960507661;1237,1123819019135;0;0
153;3;80,22307959999998;1237,1109981885813;1237,11204620751;0;0
154;3;80,87357799999998;1237,1106747381393;1237,1114574136493;0;0
155;3;81,53290749999998;1237,110363809125;1237,111286440797;0;0
156;3;82,19320609999998;1237,1092252666942;1237,1107437761357;0;0
157;3;82,85945889999998;1237,108796715082;1237,110514820628;0;0
158;3;83,51830789999998;1237,1103695056581;1237,1105769595315;0;0
159;3;84,18617539999998;1237,1089194755975;1237,110358166874;0;0
160;3;84,86760089999999;1237,1070481156858;1237,1098563524833;0;0
161;3;85,54431859999998;1237,1028203792198;1237,1084391656275;0;0
162;3;86,19131939999998;1237,1029634844163;1237,1079348701066;0;0
163;3;86,85723529999999;1237,1077005180982;1237,1081194985838;0;0
164;3;87,52358539999999;1237,1068366646837;1237,1078826021349;0;0
165;3;88,17810089999998;1237,102338925305;1237,1071772111072;0;0
166;3;88,85511399999999;1237,0945034745032;1237,105440321182;0;0
167;3;89,51186099999998;1237,0982112332078;1237,1050825110724;0;0
168;3;90,16432549999999;1237,0998079577394;1237,1047634088816;0;0
169;3;90,84903799999998;1237,0934003909233;1237,1035294250958;0;0
170;3;91,52769779999998;1237,0912934063308;1237,1027537213656;0;0
171;3;92,19190819999999;1237,093603333512;1237,1019301428537;0;0
172;3;92,90252429999998;1237,085890570979;1237,1003514866316;0;0
173;3;93,55313819999998;1237,0776491488446;1237,0986056051795;0;0
174;3;94,19461319999999;1237,0865535167588;1237,0975544869561;0;0
175;3;94,88413189999999;1237,0775813724424;1237,0958797083363;0;0
176;3;95,54056729999998;1237,0814617678677;1237,0948755697495;0;0
177;3;96,20021329999999;1237,0698498550937;1237,0928468317557;0;0
178;3;96,85857279999999;1237,0768691700357;1237,0916891824875;0;0
179;3;97,55547719999998;1237,0764012256632;1237,0906385816118;0;0
180;3;98,22843289999999;1237,0631929860995;1237,0886597301283;0;0
181;3;98,88151459999997;1237,0753202921821;1237,0877249251782;0;0
182;3;99,53558449999998;1237,0663191522967;1237,086375699946;0;0
183;3;100,20327789999999;1237,066852229945;1237,084911790256;0;0
184;3;100,85607609999998;1237,0651166484283;1237,0836465649882;0;0
185;3;101,52716839999998;1237,0674142557066;1237,0826742156776;0;0
186;3;102,18933429999998;1237,0723405579122;1237,0821235726205;0;0
187;3;102,86238159999998;1237,0664183401805;1237,081096840562;0;0
188;3;103,52906019999998;1237,0612799356484;1237,079923845715;0;0
189;3;104,20555929999998;1237,062505088591;1237,0789270113385;0;0
190;3;104,86861319999998;1237,0591262078692;1237,07791879378;0;0
191;3;105,53411519999999;1237,063359759626;1237,0772414603373;0;0
192;3;106,20846039999998;1237,0617318683007;1237,0763536450725;0;0
193;3;106,87128449999999;1237,0701674046093;1237,07587423578;0;0
194;3;107,53435639999998;1237,0642208921874;1237,0750093662105;0;0
195;3;108,22943839999998;1237,0600378533431;1237,074075756026;0;0
196;3;108,89334579999998;1237,0595783943686;1237,0733292939653;0;0
197;3;109,56267689999999;1237,0586519040912;1237,0725987127407;0;0
198;3;110,21467149999998;1237,0566623050659;1237,0718713663725;0;0
199;3;110,87867639999999;1237,058923138049;1237,0712415749333;0;0
