idx;cycle;seconds;objectiveNormal;objectiveAccelerated;L2GExp;L2GCorr;processorCount;blockSize
0;0;0;2152,7771491935414;2152,7771491935414;2295345505,5892296;0;0;0
1;0;14,9725215;84,94842001380134;84,94997442018408;281758895,29981405;1,295476056520683E+23;0;0
2;0;28,284027;80,79961775504938;80,80145253930517;279210188,45525604;2,0913888999503823E+23;0;0
3;0;40,779511899999996;79,02444414474758;79,02654456454101;277631645,5003452;3,2885616432375164E+23;0;0
4;0;53,469044999999994;78,17766582430292;78,17997435760928;276845890,7662788;4,2968331437238934E+23;0;0
5;0;65,6836476;77,57096962639801;77,57355785048269;276353192,9083397;5,280651902876783E+23;0;0
6;0;78,0969413;77,42085187189923;77,42351814484407;276151784,886751;5,778836849557448E+23;0;0
7;0;90,4064592;77,40022774295952;77,40290834378033;276110839,9715883;5,852132684619695E+23;0;0
8;0;103,2316709;77,37241950163396;77,37512970292492;276079554,23293906;5,9488951877062466E+23;0;0
9;0;115,6541072;77,36689903874549;77,36961637802426;276074642,7646701;5,9577369260343634E+23;0;0
10;0;128,087898;77,36767279105888;77,37038821334403;276074767,27594143;5,957546902775154E+23;0;0
11;0;140,8319544;77,36756210129391;77,37027663982175;276074592,7518125;5,958344057260694E+23;0;0
12;1;140,8319544;48,71217234382901;48,71217234382901;34680919,24582972;0;0;0
13;1;157,5505284;29,68436942741723;29,684385393805407;9738436,183828946;1,916389400051958E+21;0;0
14;1;174,2971889;29,422087564748132;29,422109557374977;9658843,179935638;2,929135960363322E+21;0;0
15;1;191,0727338;29,32427660369445;29,324301925931103;9620704,43294415;3,912441781064465E+21;0;0
16;1;207,71634369999998;29,27345606342186;29,27348384874373;9607593,189410757;4,4619389266008904E+21;0;0
17;1;224,4562474;29,23918152462427;29,23921341467787;9598004,90248396;4,965074099613979E+21;0;0
18;1;242,0550002;29,21364497190363;29,213678694246575;9589814,603242695;5,888928091886176E+21;0;0
19;1;259,1770946;29,196901464020012;29,196933016037875;9588079,537727904;6,365995476372303E+21;0;0
20;1;276,47525640000003;29,18546359546807;29,185494795817036;9586953,010440143;6,524517340449352E+21;0;0
21;1;293,3270836;29,176597237736672;29,176629017296534;9583982,575288624;7,277319999133018E+21;0;0
22;1;310,3007001;29,16938882181152;29,16942142949283;9583104,840320785;7,441313722538995E+21;0;0
23;1;327,1307591;29,16373658611644;29,163768438296408;9581002,759541173;7,812607245690502E+21;0;0
24;1;344,19337740000003;29,15954347054114;29,159575012594345;9578923,154072426;8,659704706728262E+21;0;0
25;1;361,0006946;29,15591216466356;29,155944574711047;9577991,418596186;9,02980079398805E+21;0;0
26;1;377,746625;29,15342621379294;29,15345778094812;9576352,937763738;9,432227266049129E+21;0;0
27;1;394,7806766;29,150959675264215;29,150991873245886;9576392,795661107;9,533538362473117E+21;0;0
28;2;394,7806766;28,195651302414376;28,195651302414376;6219403,754786663;0;0;0
29;2;411,43963229999997;28,133318498183495;28,133318666420084;6195565,126346713;1,5365321372830568E+20;0;0
30;2;427,6842075;28,119685288760454;28,119686500306543;6249575,263521257;7,132976461232802E+20;0;0
31;2;443,9606128;28,109668792454478;28,109671059308717;6285085,565098289;2,2121867133949753E+21;0;0
32;2;460,2419736;28,10482690483849;28,104828106337457;6317712,795051806;5,158541932113751E+21;0;0
33;2;476,4387145;28,10311360603349;28,103113268741907;6335111,3713991335;7,81173927242828E+21;0;0
34;2;492,7285665;28,10181013994714;28,101808701144;6346140,387701273;1,0431212547273967E+22;0;0
35;2;508,69727819999997;28,101156540621304;28,10115469497189;6351242,293709086;1,1528845703951285E+22;0;0
36;2;524,9382877;28,100567597878225;28,100565641143223;6354149,75544581;1,244005875603282E+22;0;0
37;2;541,2022608;28,10013112838469;28,100129240011388;6354879,798171362;1,2774057994685457E+22;0;0
38;2;557,4531397;28,099843895908673;28,099842065786863;6355427,467363213;1,295596044692183E+22;0;0
39;2;573,9871106;28,099641386599767;28,099639596968263;6355811,883433168;1,2975356724561813E+22;0;0
40;2;589,9431082;28,0995082049946;28,099506389547592;6355952,668466002;1,3016209331012063E+22;0;0
41;2;605,8995129;28,09933880843471;28,09933710697825;6355885,121599315;1,3018143193592238E+22;0;0
42;2;621,7975597;28,099210291574426;28,09920861571886;6355589,831629111;1,301956639730832E+22;0;0
43;2;637,630902;28,099165680711298;28,099163892894058;6355714,730024687;1,3056201163963349E+22;0;0
44;3;637,630902;28,147563878486984;28,147563878486984;6461528,001678686;0;0;0
45;3;653,5977833;28,136639849012933;28,1366399166985;6387060,560049393;4,8422777420662515E+17;0;0
46;3;669,7346744;28,1351434546136;28,135143561737888;6387161,012932361;1,237835564912764E+18;0;0
47;3;685,7593598999999;28,13385169627688;28,133851921186036;6386936,895635589;2,5168517544686213E+18;0;0
48;3;702,2480161999999;28,13274434015349;28,132744658302567;6387173,761322278;2,689763846686042E+18;0;0
49;3;718,517385;28,1318025101046;28,13180295459506;6386716,925399542;3,8382899994000036E+18;0;0
50;3;734,9253381999999;28,131034601369148;28,131035164435744;6386756,057660329;4,776704361678385E+18;0;0
51;3;751,2937713;28,13044189751927;28,13044255980352;6386349,474533632;6,428910797551356E+18;0;0
52;3;767,6686741;28,129961556382124;28,129962278587577;6386413,805550931;8,157853393291333E+18;0;0
53;3;784,0621543;28,1296143816935;28,129615087889263;6386369,501792589;8,990240890610544E+18;0;0
