idx;cycle;seconds;objectiveNormal;objectiveAccelerated;L2GExp;L2GCorr;processorCount;blockSize
0;0;0;2152,7771491935414;2152,7771491935414;2295345505,5892296;0;0;0
1;0;27,4352545;80,62046487407078;80,62145361537065;275717253,0464261;3,3199075896677188E+19;0;0
2;0;53,2062679;80,38902461538382;80,38966539935151;275779184,3750532;3,561173360203762E+19;0;0
3;0;78,6670465;80,34337263659368;80,34396130094925;275756708,4578927;3,665804877019809E+19;0;0
4;0;104,3639493;80,34348209191798;80,34394851936945;275772930,34779376;3,706987566527184E+19;0;0
5;0;131,0578263;80,33720509263144;80,33769206980817;275765358,42590016;3,708604476886005E+19;0;0
6;0;156,5936601;80,33576769194086;80,33625774415795;275764493,35151273;3,699594573302278E+19;0;0
7;0;182,0905789;80,33482530420967;80,3353225243043;275763373,2313377;3,69862123705993E+19;0;0
8;0;207,8628689;80,33472232558742;80,3352168457402;275763358,3330954;3,698548160635462E+19;0;0
9;1;207,8628689;51,85999706033665;51,85999706033665;36518345,98344542;0;0;0
10;1;242,302211;29,61614332693069;29,61645567253153;9776632,28243856;3,8613761561253806E+18;0;0
11;1;276,3867926;29,49830374026991;29,498850791101713;9767107,050741639;5,531406039370354E+18;0;0
12;1;311,07451449999996;29,433932550175232;29,43468143232171;9763654,155305821;7,184529398830234E+18;0;0
13;1;345,213163;29,39364051332633;29,394570440347962;9767187,048321377;7,989892414487048E+18;0;0
14;1;380,0089624;29,359133883804656;29,36025523412192;9766931,525923898;9,410995454407305E+18;0;0
15;1;414,7521913;29,3406433746514;29,341860765713147;9766821,426735045;1,0925020681569632E+19;0;0
16;1;449,3963154;29,324417705667003;29,32570650107676;9765185,061096568;1,2361243517532078E+19;0;0
17;1;484,38584990000004;29,31296524016207;29,314321254218292;9767967,807597117;1,3389785055413543E+19;0;0
18;1;519,0642826;29,303751824346914;29,30515343380109;9768259,484219119;1,4590990799773497E+19;0;0
19;1;553,7678605;29,296549925068565;29,297979502554284;9768943,722258328;1,5805178324759462E+19;0;0
20;1;588,305586;29,290541221055246;29,291985703075117;9770754,726240842;1,6672638792614582E+19;0;0
21;1;623,3372436;29,285234819646707;29,286688974900176;9772137,006920667;1,9247453453942706E+19;0;0
22;1;657,5463518;29,281341482841153;29,282794892707688;9772817,28193621;2,065862367774601E+19;0;0
23;1;691,8061583;29,277716857500454;29,279163495474304;9772763,059806256;2,3130528989338284E+19;0;0
24;1;726,3829939999999;29,274539364087516;29,275984647492944;9774121,904470865;2,5194792242503737E+19;0;0
25;2;726,3829939999999;28,28284077524577;28,28284077524577;6180337,038025006;0;0;0
26;2;760,4546562999999;28,126410526137605;28,126427344427235;6313319,658866013;4,097262504043837E+17;0;0
27;2;793,7649810999999;28,119770477754166;28,119796904739918;6324195,482834178;7,521960620973221E+17;0;0
28;2;827,6820763999999;28,11568083294765;28,11572537188232;6327434,572337737;1,0076726270165103E+18;0;0
29;2;861,4315893999999;28,112563649401203;28,112625913980914;6330167,438548985;1,3520289857181635E+18;0;0
30;2;895,4722965;28,10999420526359;28,11007548114614;6331074,553933585;1,6300962195493204E+18;0;0
31;2;929,4484908;28,108096626670847;28,108194371029633;6331905,7038358115;1,9176863078412598E+18;0;0
32;2;963,6731722999999;28,10657024191508;28,106682801277053;6332692,21505394;2,2520134662589053E+18;0;0
33;2;999,7067843;28,105266098094248;28,105389255922216;6333606,927571358;2,574367459313611E+18;0;0
34;2;1033,9709721;28,104197703685717;28,104332816226034;6334139,488474767;2,8837438424293146E+18;0;0
35;2;1068,3072035;28,10322112614003;28,10336927943948;6334535,112994143;3,1707286380232315E+18;0;0
36;2;1102,6843451;28,10240171619995;28,10256013610074;6335042,046002449;3,5454200861494344E+18;0;0
37;2;1137,1286289;28,101604616418097;28,101774742051074;6335338,189065371;3,858784186728731E+18;0;0
38;2;1171,829013;28,10091143812951;28,10109159935144;6335695,4154432;4,0755826446053207E+18;0;0
39;2;1205,6061571999999;28,100278880813377;28,100468616344692;6335858,710195216;4,392529702008835E+18;0;0
40;2;1239,9139525;28,099737819995696;28,09993550354556;6336385,113831438;4,741783435238583E+18;0;0
41;3;1239,9139525;28,144523234315567;28,144523234315567;6440733,54487625;0;0;0
42;3;1274,4495266000001;28,13544939913291;28,13545104602589;6379169,490111407;1904800412433752,5;0;0
43;3;1307,9318184;28,13470098480203;28,13470515652312;6379217,0067788595;4340499127131447;0;0
44;3;1341,4343053;28,134070940730062;28,134078804636758;6379373,314345911;8567286446623401;0;0
45;3;1374,7245889;28,13355744657412;28,133569353665152;6379594,050191058;12514298825427648;0;0
46;3;1408,1321778000001;28,133116264896067;28,133132443777527;6379728,437269389;19083326447830800;0;0
47;3;1441,8022634000001;28,132690845055937;28,132711987114334;6379931,144755961;26141449004971680;0;0
48;3;1475,6999247;28,132349430794505;28,132375135327248;6379963,294074331;30570739681933648;0;0
49;3;1509,1983425;28,13197110819009;28,132002767545803;6380122,260561622;41311982140298050;0;0
50;3;1543,0148735;28,13169821954323;28,13173237518159;6380138,451008026;52180392236520656;0;0
51;3;1576,5721874;28,131408369605573;28,131447852083927;6380340,429059974;63361734222551680;0;0
52;3;1610,3229044;28,13116788814239;28,131213690614675;6380407,129505542;75201384349710880;0;0
53;3;1643,7761341;28,13092975055248;28,130980444725573;6380609,893159425;89009686088193890;0;0
54;3;1677,1987664;28,130753572246086;28,130807804093475;6380704,6592816515;1,0088334499109555E+17;0;0
55;3;1711,1252507;28,13054699564276;28,130605920125614;6380621,4309574645;1,1644349215824114E+17;0;0
56;3;1744,9747384;28,13035947753743;28,130422818285037;6380790,078721596;1,341567091200255E+17;0;0
57;4;1744,9747384;28,119007784660614;28,119007784660614;6359631,29806284;0;0;0
58;4;1778,9076843;28,11934028856544;28,119340396874414;6368361,838964849;96999574509600,34;0;0
59;4;1813,1100268999999;28,119206733750985;28,119207383392034;6368646,441419424;244848387391291,78;0;0
60;4;1847,7690957;28,119066368721697;28,11906781759152;6368721,915313023;497595463180254,25;0;0
61;4;1882,1477749;28,11890074187946;28,11890366140383;6368830,6558220135;977969567798680;0;0
62;4;1916,7708097;28,11878556237808;28,118789779980716;6368833,388426765;1270108557727986,8;0;0
63;4;1951,421166;28,11868978967073;28,11869515001901;6368999,727940853;1848010794931263,2;0;0
64;4;1986,0936103;28,118589392849024;28,118595915069513;6369129,138034101;2967563833635318;0;0
65;4;2020,7460815;28,11848145675657;28,118490018202877;6369215,93779416;4131872177487776;0;0
66;4;2056,1578978;28,11838198927238;28,11839231475212;6369187,965851475;5462774651179493;0;0
67;4;2091,1163714;28,11831416165319;28,118325716945744;6369299,923790138;7130804922090219;0;0
68;4;2125,9863389;28,118219167626034;28,118232825884633;6369226,060530134;8732515045035551;0;0
69;4;2160,7911064;28,11815319680347;28,118168239267;6369305,411783969;10369076831856712;0;0
70;4;2195,5814202;28,11807464511726;28,118091594857628;6369333,237052344;12987855759424888;0;0
71;4;2230,2028075;28,118009683972346;28,11802831600894;6369333,560596051;15732283949196720;0;0
72;4;2265,7352284;28,117954887974026;28,11797480519499;6369412,110136776;18509277378400068;0;0
