idx;cycle;minorCycle;seconds;objectiveNormal;objectiveAccelerated;approxMax;singleMax;restarting
0;0;0;0;2152,9853936729123;2152,9853936729123;2160720665,8430133;1,4535798;False
1;0;0;1,4234635999999998;161,1131577439593;161,1131577439593;0,06883807;0,0009815786;False
2;0;0;2,7498587;158,58547301615795;158,58547301615795;0,0010508506;2,025388E-05;False
3;0;0;4,1183802;158,59038676613167;158,59038676613167;2,0143401E-05;5,1478855E-07;False
4;0;1;4,1183802;158,59038676613167;158,59038676613167;147977065,82198176;0,20757353;False
5;0;1;5,9372942;76,2444019339966;76,2444019339966;0,035445053;0,00031969056;False
6;0;1;7,6054979;76,13142654879879;76,13142654879879;0,00037466595;6,824473E-05;False
7;0;1;9,1647681;76,11737501067859;76,11737501067859;7,802248E-05;7,645285E-06;False
8;1;0;9,1647681;47,20129340328956;47,20129340328956;30195247,513364464;0,04072932;False
9;1;0;11,8987705;32,418411160508526;32,418411160508526;0,04433891;0,0005284991;False
10;1;0;14,618770099999999;32,323056544663665;32,323056544663665;0,0010220625;0,00027861612;False
11;1;0;17,328958;32,28457539404299;32,28457539404299;0,0004791132;0,0002370783;False
12;1;0;20,0403449;32,26872562336561;32,26872562336561;0,00034639845;0,00021082442;False
13;1;0;22,8031401;32,25902353173361;32,25902353173361;0,00027435413;0,00013771967;False
14;1;0;25,5227979;32,25335141189679;32,25335141189679;0,0002655084;9,832355E-05;False
15;1;0;28,2422142;32,24965347846762;32,24965347846762;0,00023329852;8,320506E-05;False
16;1;0;30,970128799999998;32,247043671945335;32,247043671945335;0,00014418922;6,0704213E-05;False
17;1;0;33,697883899999994;32,24514745731205;32,24514745731205;0,00015323155;5,2100757E-05;False
18;1;0;36,3972907;32,2437638629776;32,2437638629776;0,00011069475;6,2791485E-05;False
19;1;0;39,1127472;32,2426106086579;32,2426106086579;0,000113606024;4,2268344E-05;False
20;1;0;41,834506899999994;32,2417556569253;32,2417556569253;8,841914E-05;3,8245664E-05;False
21;1;0;44,5480867;32,24102722846248;32,24102722846248;7,822807E-05;3,353431E-05;False
22;1;0;47,2525801;32,24060135935163;32,24060135935163;8,0291255E-05;5,8796562E-05;False
23;1;0;49,965477699999994;32,2401924620801;32,2401924620801;6,1707586E-05;3,5383648E-05;False
24;2;0;49,965477699999994;31,41045951098971;31,41045951098971;8501986,568425609;0,003418117;False
25;2;0;52,19038729999999;31,31885467149019;31,31885467149019;0,0033089118;0,00010327735;False
26;2;0;54,411618399999995;31,293388859877503;31,293388859877503;0,00020409719;0,00011027483;False
27;2;0;56,654826799999995;31,277949283812013;31,277949283812013;8,607947E-05;0,00019128434;True
28;2;0;58,79257259999999;31,270681757391696;31,270681757391696;0,00019065572;4,6678997E-05;False
29;2;0;60,93462219999999;31,266292167555402;31,266292167555402;0,000109014596;0,00011012617;False
30;2;0;63,082215399999995;31,2642482756863;31,2642482756863;6,123423E-05;0,00010921065;False
31;2;0;65,2317102;31,263241510279666;31,263241510279666;3,6521822E-05;0,000101568075;True
32;2;0;67,36943439999999;31,262922714735456;31,262922714735456;8,888509E-05;1,0348528E-05;False
33;2;0;69,4996054;31,262600328733456;31,262600328733456;2,333902E-05;5,895041E-06;False
34;3;0;69,4996054;31,32348833627699;31,32348833627699;8810493,526229199;0,00072782417;False
35;3;0;71,7017331;31,31910195271922;31,31910195271922;0,0007236923;2,585501E-05;False
36;3;0;73,90838699999999;31,318924701152532;31,318924701152532;4,6280722E-05;2,2281041E-05;False
37;3;0;76,11235009999999;31,318785848662245;31,318785848662245;3,072631E-05;2,2132223E-05;False
38;3;0;78,35003049999999;31,31862513856635;31,31862513856635;3,2868644E-05;2,175736E-05;False
39;3;0;80,5617379;31,318561040086557;31,318561040086557;1,927984E-05;2,1885959E-05;True
40;3;0;82,7077923;31,318530623059875;31,318530623059875;2,73708E-05;3,6658093E-06;False
41;4;0;82,7077923;31,31368882932341;31,31368882932341;8695404,891055042;0,00013395073;False
42;4;0;84,84350049999999;31,313432677774525;31,313432677774525;0,00013350346;1,41755445E-05;False
43;4;0;86,9848722;31,313422766542878;31,313422766542878;2,6164294E-05;9,1551565E-06;False
44;5;0;86,9848722;31,315253047121104;31,315253047121104;8716213,502813073;4,2895474E-05;False
45;5;0;89,137442;31,31521139981266;31,31521139981266;5,3714295E-05;3,416543E-06;False
