-4.357656250055879354e+01;3.881290781265124679e+01;-4.492266562627628446e+01
-3.024096250068396330e+01;5.411540781264193356e+01;-1.431136562628671527e+01
-4.290566250029951334e+01;1.344240781269036233e+01;-5.952566562592983246e+01
-2.016576250083744526e+01;-1.458539218734949827e+01;-4.046926562627777457e+01
-2.318296250049024820e+01;-7.713999218726530671e+01;-8.412586562614887953e+01
-4.511946250032633543e+01;-6.261989218741655350e+01;-1.102633656263351440e+02
-8.111076250020414591e+01;1.335570781258866191e+01;-1.211685656262561679e+02
-1.058247625008225441e+02;-7.305979218729771674e+01;-2.135430656261742115e+02
-1.667456625001505017e+02;-1.011655921873170882e+02;-3.276267656260170043e+02
-1.350726625006645918e+02;4.649370781262405217e+01;-1.865042656259611249e+02
-2.215356625001877546e+02;7.240270781260915101e+01;-3.080901656262576580e+02
-1.449464625008404255e+02;9.810130781261250377e+01;-1.702401656261645257e+02
-1.728338625002652407e+02;1.473258078126236796e+02;-1.842629656260833144e+02
-2.196246625008061528e+02;2.329403078127652407e+02;-2.062212656261399388e+02
-1.849713625004515052e+02;2.936764078126288950e+02;-1.133849656260572374e+02
-1.283414625003933907e+02;2.406841078125871718e+02;-5.570106562599539757e+01
-1.408138625007122755e+02;3.190685078126844019e+02;-2.712376562599092722e+01
-7.411356250010430813e+01;2.501145078127738088e+02;3.659663437400013208e+01
-1.028901625005528331e+02;1.379899078127928078e+02;-7.858136562630534172e+01
-1.449066625004634261e+02;1.913504078127443790e+02;-1.126770656262524426e+02
-1.249564625006169081e+02;1.199384078127332032e+02;-1.249853656259365380e+02
4.211837499402463436e+00;-2.515515921872574836e+02;-1.477651656260713935e+02
1.007572374995797873e+02;-2.419595921873115003e+02;1.200233437400311232e+01
1.861962374998256564e+02;-2.628211921872571111e+02;1.352498343740589917e+02
2.486232374999672174e+02;-2.147510921873617917e+02;2.642278343737125397e+02
2.228772374996915460e+02;-4.320039218734018505e+01;3.290762343737296760e+02
9.477793749980628490e+01;-4.407092187320813537e+00;1.488514343737624586e+02
2.541213749907910824e+01;1.182608078126795590e+02;1.139134343736805022e+02
2.844683749973773956e+01;2.098390781274065375e+01;5.887293437402695417e+01
2.467023749928921461e+01;-2.089729218720458448e+01;2.702483437396585941e+01
4.242803749907761812e+01;2.654557078126817942e+02;2.319471343737095594e+02
5.426837499253451824e+00;3.318293078127317131e+02;2.145002343738451600e+02
-3.424846250005066395e+01;5.468822078127413988e+02;2.848412343738600612e+02
2.463231374993920326e+02;7.854086078125983477e+02;8.786378343738615513e+02
-9.205686250049620867e+01;4.130592078126501292e+02;1.087578343739733100e+02
-1.738829625006765127e+02;4.113597078127786517e+02;-2.307336562592536211e+01
-2.264709625001996756e+02;3.929509078126866370e+02;-1.178532656258903444e+02
-3.025722625004127622e+02;3.545107078126166016e+02;-2.634355656262487173e+02
-2.936849625008180737e+02;1.786123078127857298e+02;-3.578021656260825694e+02
-3.192599625000730157e+02;2.120096078126225621e+02;-3.777334656259045005e+02
-2.742030625008046627e+02;-7.181819218723103404e+01;-4.806794656259007752e+02
-1.563962625004351139e+02;-3.055592921872157604e+02;-4.362850656262598932e+02
-3.471806250046938658e+01;-3.374740921873599291e+02;-2.624459656262770295e+02
2.185348374992609024e+02;-5.260868921873625368e+02;2.465673437388613820e+01
6.576214374992996454e+02;-6.397211921873968095e+02;6.542669343738816679e+02
8.419898374993354082e+02;-1.573658692187396809e+03;3.669414343740791082e+02
1.408628737499937415e+03;-9.584123921873979270e+02;1.647526634373702109e+03
1.681353749986737967e+01;-5.498882921873591840e+02;-3.110441656261682510e+02
2.340187237499281764e+03;-2.030360592187382281e+03;2.452665034373756498e+03
1.573036437499336898e+03;-3.191494092187378556e+03;5.115530343740247190e+02
3.986083374992012978e+02;-1.983654792187269777e+03;-5.904640656262636185e+02
-3.711062500253319740e+00;-8.501952921873889863e+02;-5.276887656259350479e+02
-2.756548625007271767e+02;-6.807646921873092651e+02;-8.553052656259387732e+02
-5.664202625006437302e+02;-1.476543921872507781e+02;-9.915204656259156764e+02
-5.005826625004410744e+02;8.049779078126884997e+02;-2.988285656259395182e+02
-3.404178625000640750e+02;1.222256507812766358e+03;2.155143343741074204e+02
-3.118546625003218651e+02;1.659564607812790200e+03;5.353095343736931682e+02
1.478446837499737740e+03;9.620200078126508743e+02;2.945883234373759478e+03
2.935616374993696809e+02;3.194536207812605426e+03;2.449615034373942763e+03
-9.324474625000730157e+02;3.659078407812630758e+03;7.841636343738064170e+02
-2.061053762500174344e+03;2.929249707812676206e+03;-1.456786065625958145e+03
-1.036531062500551343e+03;-3.599848921874072403e+02;-1.871083565626293421e+03
-6.010299625005573034e+02;-1.719111992187332362e+03;-2.026002965626306832e+03
4.334970374992117286e+02;-3.438820192187326029e+03;-1.453068965625949204e+03
